Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Affects versions,Fix versions,Fix versions,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Affected hardware),Custom field (Affected services),Custom field (Approvals),Custom field (Asset type),Custom field (Asset type),Custom field (Backout plan),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Department),Custom field (Department),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Implementation plan),Custom field (Investigation reason),Custom field (Issue color),Custom field (Locked forms),Custom field (Major incident),Custom field (Open forms),Custom field (Pending reason),Custom field (Planned end),Custom field (Planned start),Custom field (Priority),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Custom field (Root cause),Satisfaction rating,Custom field (Satisfaction date),Custom field (Sentiment),Custom field (Severity),Custom field (Source),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test plan),Custom field (Time to close after resolution),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Time to review normal change),Custom field (Total forms),Custom field (Urgency),Custom field (Vulnerability),Custom field (Work category),Custom field (Workaround),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Verificarea structurii și a funcționalității meniului ”RUTI conform SNA”,NPT-109,19631,Test,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Low,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,25/Jul/24 7:37 AM,25/Jul/24 8:09 AM,25/Jul/24 7:45 PM,25/Jul/24 8:09 AM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"Verificarea faptului că meniul menționat în sumar este conform așteptărilor.

*Precondiții:* 

* Utilizatorul final deține un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Google Chrome, împreună cu un set de periferice și monitor.
* Utilizatorul final utilizează browser-ul Google Chrome pentru a accesa pagina principală a site-ului web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Criterii de acceptanță:*

* Meniul nu reprezintă niciun pericol pentru poziționarea altor elemente din acea zonă a site-ului web, fiind corect amplasat.
* Titlului meniului i s-a aplicat un font potrivit și o culoare potrivită, fiind și corect amplasat.
* În cadrul meniului nu se află butoane sau alte elemente care nu au legătură cu meniul.
* Butoanele redirecționează utilizatorul final către site-urile web așteptate.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-44,NPT-45,NPT-46,NPT-110,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1c81c184,,,,,,,,,,,,NPT-30,RUTI conform SNA-leftsidebar (prezent pe partea stângă a paginii),,,,,,,,,,,,,,,,0|i01fb5:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_1908130_*|*_10000_*:*_1_*:*_772_*|*_10001_*:*_1_*:*_0,,,18808,RUTI conform SNA-leftsidebar (prezent pe partea stângă a paginii),Done,25/Jul/24 8:09 AM
"(Microsoft Edge) Butonul ”Ministerul Dezvoltării Regionale și Turismului”, din meniul ”Link-uri Utile”, nu redirecționează utilizatorul final către site-ul web așteptat",NPT-108,19630,Bug,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,25/Jul/24 6:49 AM,25/Jul/24 8:28 PM,25/Jul/24 8:29 PM,25/Jul/24 7:16 AM,Primariatechirghiol.ro_versiunea_1.0_limba_română,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"Butonul amintit în sumar nu conduce utilizatorul final către site-ul web așteptat, ci către: [http://www.mdlpl.ro/|http://www.mdlpl.ro/|smart-link].

*Precondiții* 

* Este utilizat pentru testare un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Microsoft Edge, împreună cu un set de periferice și monitor.
* Prezența trebuie să fie realizată pe pagina principală a site-ului web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Pași de reproducere*

* Se accesează pagina principală a [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].
* Pe urmă, se caută meniul ”Link-uri utile”/sidebar-ul (pe partea dreaptă).
* Se indentifică butonul: ”Ministerul Dezvoltării Regionale și Turismului”.
* Se apasă butonul stâng al mouse-ului/șoarecelui de pe suprafața pe care este așezată, click-ul fiind poziționat pe butonul ”Ministerul Dezvoltării Regionale și Turismului”.

*Rezultate așteptate*

* Butonul redirecționează utilizatorul final către site-ul web așteptat.

*Rezultate actuale*

* Utilizatorul final nu este condus către site-ul web așteptat.",testare,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-56,,,,,,,,,,NPT-100,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@f464cdb,,,,,,,,,,,,NPT-25,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01fax:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_1611056_*|*_10001_*:*_1_*:*_0,,,18798,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),Done,25/Jul/24 7:16 AM
"(Microsoft Edge) Butonul ”AM PODCA”, din meniul ”Link-uri Utile”, redirecționează utilizatorul final către un site web inaccesibil",NPT-107,19629,Bug,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,25/Jul/24 6:48 AM,25/Jul/24 8:28 PM,25/Jul/24 8:29 PM,25/Jul/24 7:16 AM,Primariatechirghiol.ro_versiunea_1.0_limba_română,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"Butonul amintit în sumar conduce utilizatorul final către un site web care nu poate fi accesat: [https://www.fonduriadministratie.ro|https://www.fonduriadministratie.ro]

*Precondiții* 

* Este utilizat pentru testare un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Microsoft Edge, împreună cu un set de periferice și monitor.
* Prezența trebuie să fie realizată pe pagina principală a site-ului web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Pași de reproducere*

* Se accesează pagina principală a [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].
* Pe urmă, se caută meniul ”Link-uri utile”/sidebar-ul (pe partea dreaptă).
* Se indentifică butonul: ”AM PODCA”.
* Se apasă butonul stâng al mouse-ului/șoarecelui de pe suprafața pe care este așezată, click-ul fiind poziționat pe butonul ”AM PODCA”.

*Rezultate așteptate*

* Butonul redirecționează utilizatorul final către un site web accesibil.

*Rezultate actuale*

* Utilizatorul final este condus către un site web care nu poate fi accesat.",testare,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-49,,,,,,,,,,NPT-100,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@12c98101,,,,,,,,,,,,NPT-25,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01fap:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_1654548_*|*_10001_*:*_1_*:*_0,,,18798,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),Done,25/Jul/24 7:16 AM
"(Samsung Galaxy S20 Ultra) Butonul ”Ministerul Dezvoltării Regionale și Turismului”, din meniul ”Link-uri Utile”, nu redirecționează utilizatorul final către site-ul web așteptat",NPT-106,19628,Bug,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,25/Jul/24 6:48 AM,25/Jul/24 8:28 PM,25/Jul/24 8:29 PM,25/Jul/24 7:16 AM,Primariatechirghiol.ro_versiunea_1.0_limba_română,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"Butonul amintit în sumar nu conduce utilizatorul final către site-ul web așteptat, ci către: [http://www.mdlpl.ro/|http://www.mdlpl.ro/|smart-link].

*Precondiții* 

* Este utilizat pentru testare un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Google Chrome, împreună cu un set de periferice și monitor.
* Prezența trebuie să fie realizată pe pagina principală a site-ului web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Pași de reproducere*

* Se accesează pagina principală a [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].
* Se apasă pe tasta ”F12” a tastaturii de pe suprafața pe care este așezată, și se caută opțiunea ”Dimensiuni” (aproximativ pe mijlocul ecranul).
* Se apasă pe ”Dimensiuni”, și din lista de opțiuni ce se afișează va fi selectat: iPad Pro. 
* Pe urmă, se caută meniul ”Link-uri utile”/sidebar-ul (pe partea dreaptă).
* Se indentifică butonul: ”AM PODCA”.
* Se apasă butonul stâng al mouse-ului/șoarecelui de pe suprafața pe care este așezată, click-ul fiind poziționat pe butonul ”AM PODCA”.

*Rezultate așteptate*

* Butonul redirecționează utilizatorul final către site-ul web așteptat.

*Rezultate actuale*

* Utilizatorul final nu este condus către site-ul web așteptat.",testare,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-56,,,,,,,,,,NPT-99,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@79113e2b,,,,,,,,,,,,NPT-25,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01fah:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_1698363_*|*_10001_*:*_1_*:*_0,,,18798,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),Done,25/Jul/24 7:16 AM
"(Samsung Galaxy S20 Ultra) Butonul ”AM PODCA”, din meniul ”Link-uri Utile”, redirecționează utilizatorul final către un site web inaccesibil",NPT-105,19627,Bug,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,25/Jul/24 6:47 AM,25/Jul/24 8:28 PM,25/Jul/24 8:29 PM,25/Jul/24 7:16 AM,Primariatechirghiol.ro_versiunea_1.0_limba_română,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"Butonul amintit în sumar conduce utilizatorul final către un site web care nu poate fi accesat: [https://www.fonduriadministratie.ro|https://www.fonduriadministratie.ro]

*Precondiții* 

* Este utilizat pentru testare un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Google Chrome, împreună cu un set de periferice și monitor.
* Prezența trebuie să fie realizată pe pagina principală a site-ului web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Pași de reproducere*

* Se accesează pagina principală a [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].
* Se apasă pe tasta ”F12” a tastaturii de pe suprafața pe care este așezată, și se caută opțiunea ”Dimensiuni” (aproximativ pe mijlocul ecranul).
* Se apasă pe ”Dimensiuni”, și din lista de opțiuni ce se afișează va fi selectat: Samsung Galaxy S20 Ultra. 
* Pe urmă, se caută meniul ”Link-uri utile”/sidebar-ul (pe partea dreaptă).
* Se indentifică butonul: ”AM PODCA”.
* Se apasă butonul stâng al mouse-ului/șoarecelui de pe suprafața pe care este așezată, click-ul fiind poziționat pe butonul ”AM PODCA”.

*Rezultate așteptate*

* Butonul redirecționează utilizatorul final către un site web accesibil.

*Rezultate actuale*

* Utilizatorul final este condus către un site web care nu poate fi accesat.",testare,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-49,,,,,,,,,,NPT-99,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3d4b4e98,,,,,,,,,,,,NPT-25,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01fa9:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_1751381_*|*_10001_*:*_1_*:*_0,,,18798,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),Done,25/Jul/24 7:16 AM
"(Mozilla Firefox) Butonul ”Ministerul Dezvoltării Regionale și Turismului”, din meniul ”Link-uri Utile”, nu redirecționează utilizatorul final către site-ul web așteptat",NPT-104,19626,Bug,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,25/Jul/24 6:45 AM,25/Jul/24 8:28 PM,25/Jul/24 8:29 PM,25/Jul/24 7:16 AM,Primariatechirghiol.ro_versiunea_1.0_limba_română,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"Butonul amintit în sumar nu conduce utilizatorul final către site-ul web așteptat, ci către: [http://www.mdlpl.ro/|http://www.mdlpl.ro/|smart-link].

*Precondiții* 

* Este utilizat pentru testare un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Mozilla Firefox, împreună cu un set de periferice și monitor.
* Prezența trebuie să fie realizată pe pagina principală a site-ului web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Pași de reproducere*

* Se accesează pagina principală a [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].
* Pe urmă, se caută meniul ”Link-uri utile”/sidebar-ul (pe partea dreaptă).
* Se indentifică butonul: ”Ministerul Dezvoltării Regionale și Turismului”.
* Se apasă butonul stâng al mouse-ului/șoarecelui de pe suprafața pe care este așezată, click-ul fiind poziționat pe butonul ”Ministerul Dezvoltării Regionale și Turismului”.

*Rezultate așteptate*

* Butonul redirecționează utilizatorul final către site-ul web așteptat.

*Rezultate actuale*

* Utilizatorul final nu este condus către site-ul web așteptat.",testare,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-56,,,,,,,,,,NPT-95,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2f542717,,,,,,,,,,,,NPT-25,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01fa1:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_1844885_*|*_10001_*:*_1_*:*_0,,,18798,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),Done,25/Jul/24 7:16 AM
"(Mozilla Firefox) Butonul ”AM PODCA”, din meniul ”Link-uri Utile”, redirecționează utilizatorul final către un site web inaccesibil",NPT-103,19625,Bug,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,25/Jul/24 6:44 AM,25/Jul/24 8:28 PM,25/Jul/24 8:29 PM,25/Jul/24 7:16 AM,Primariatechirghiol.ro_versiunea_1.0_limba_română,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"Butonul amintit în sumar conduce utilizatorul final către un site web care nu poate fi accesat: [https://www.fonduriadministratie.ro|https://www.fonduriadministratie.ro]

*Precondiții* 

* Este utilizat pentru testare un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Mozilla Firefox, împreună cu un set de periferice și monitor.
* Prezența trebuie să fie realizată pe pagina principală a site-ului web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Pași de reproducere*

* Se accesează pagina principală a [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].
* Pe urmă, se caută meniul ”Link-uri utile”/sidebar-ul (pe partea dreaptă).
* Se indentifică butonul: ”AM PODCA”.
* Se apasă butonul stâng al mouse-ului/șoarecelui de pe suprafața pe care este așezată, click-ul fiind poziționat pe butonul ”AM PODCA”.

*Rezultate așteptate*

* Butonul redirecționează utilizatorul final către un site web accesibil.

*Rezultate actuale*

* Utilizatorul final este condus către un site web care nu poate fi accesat.",testare,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-49,,,,,,,,,,NPT-95,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@13c48e4f,,,,,,,,,,,,NPT-25,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01f9t:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_1917913_*|*_10001_*:*_1_*:*_0,,,18798,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),Done,25/Jul/24 7:16 AM
"(iPad Pro) Butonul ”Ministerul Dezvoltării Regionale și Turismului”, din meniul ”Link-uri Utile”, nu redirecționează utilizatorul final către site-ul web așteptat",NPT-102,19624,Bug,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,25/Jul/24 6:43 AM,25/Jul/24 8:28 PM,25/Jul/24 8:29 PM,25/Jul/24 7:16 AM,Primariatechirghiol.ro_versiunea_1.0_limba_română,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"Butonul amintit în sumar nu conduce utilizatorul final către site-ul web așteptat, ci către: [http://www.mdlpl.ro/|http://www.mdlpl.ro/|smart-link].

*Precondiții* 

* Este utilizat pentru testare un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Google Chrome, împreună cu un set de periferice și monitor.
* Prezența trebuie să fie realizată pe pagina principală a site-ului web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Pași de reproducere*

* Se accesează pagina principală a [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].
* Se apasă pe tasta ”F12” a tastaturii de pe suprafața pe care este așezată, și se caută opțiunea ”Dimensiuni” (aproximativ pe mijlocul ecranul).
* Se apasă pe ”Dimensiuni”, și din lista de opțiuni ce se afișează va fi selectat: iPad Pro. 
* Pe urmă, se caută meniul ”Link-uri utile”/sidebar-ul (pe partea dreaptă).
* Se indentifică butonul: ”AM PODCA”.
* Se apasă butonul stâng al mouse-ului/șoarecelui de pe suprafața pe care este așezată, click-ul fiind poziționat pe butonul ”AM PODCA”.

*Rezultate așteptate*

* Butonul redirecționează utilizatorul final către site-ul web așteptat.

*Rezultate actuale*

* Utilizatorul final nu este condus către site-ul web așteptat.",testare,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-56,,,,,,,,,,NPT-94,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4ddbdf7c,,,,,,,,,,,,NPT-25,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01f9l:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_1970990_*|*_10001_*:*_1_*:*_0,,,18798,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),Done,25/Jul/24 7:16 AM
"(iPad Pro) Butonul ”AM PODCA”, din meniul ”Link-uri Utile”, redirecționează utilizatorul final către un site web inaccesibil",NPT-101,19623,Bug,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,25/Jul/24 6:42 AM,25/Jul/24 8:28 PM,25/Jul/24 8:29 PM,25/Jul/24 7:16 AM,Primariatechirghiol.ro_versiunea_1.0_limba_română,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"Butonul amintit în sumar conduce utilizatorul final către un site web care nu poate fi accesat: [https://www.fonduriadministratie.ro|https://www.fonduriadministratie.ro]

*Precondiții* 

* Este utilizat pentru testare un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Google Chrome, împreună cu un set de periferice și monitor.
* Prezența trebuie să fie realizată pe pagina principală a site-ului web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Pași de reproducere*

* Se accesează pagina principală a [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].
* Se apasă pe tasta ”F12” a tastaturii de pe suprafața pe care este așezată, și se caută opțiunea ”Dimensiuni” (aproximativ pe mijlocul ecranul).
* Se apasă pe ”Dimensiuni”, și din lista de opțiuni ce se afișează va fi selectat: iPad Pro. 
* Pe urmă, se caută meniul ”Link-uri utile”/sidebar-ul (pe partea dreaptă).
* Se indentifică butonul: ”AM PODCA”.
* Se apasă butonul stâng al mouse-ului/șoarecelui de pe suprafața pe care este așezată, click-ul fiind poziționat pe butonul ”AM PODCA”.

*Rezultate așteptate*

* Butonul redirecționează utilizatorul final către un site web accesibil.

*Rezultate actuale*

* Utilizatorul final este condus către un site web care nu poate fi accesat.",testare,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-49,,,,,,,,,,NPT-94,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7afedd0d,,,,,,,,,,,,NPT-25,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01f9d:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_2019964_*|*_10001_*:*_1_*:*_0,,,18798,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),Done,25/Jul/24 7:16 AM
Verificarea compatibilității meniului ”Link-uri Utile” cu browser-ul Microsoft Edge,NPT-100,19622,Test,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,25/Jul/24 6:09 AM,25/Jul/24 3:24 PM,25/Jul/24 4:33 PM,25/Jul/24 7:16 AM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"Verificarea faptului că meniul menționat în sumar se prezintă exact la fel pe browser-ul Microsoft Edge, ca și atunci când utilizatorul final interacționează cu meniul utilizând browser-ul Google Chrome.

*Precondiții:* 

* Utilizatorul final deține un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Microsoft Edge, împreună cu un set de periferice și monitor.
* Utilizatorul final se află pe pagina principală a site-ului web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Criterii de acceptanță:*

* Meniul nu reprezintă în continuare niciun pericol pentru poziționarea altor elemente din acea zonă a site-ului web, fiind corect amplasat.
* În cadrul meniului nu apar alte butoane sau alte elemente care nu au legătură cu meniul.
* Butoanele nu suferă modificări de natură să provoace defecte în urma schimbării rezoluției de vizualizare.
* Butoanele în continuare redirecționează utilizatorul final către site-urile web așteptate.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-52,NPT-56,NPT-57,NPT-49,NPT-50,NPT-51,NPT-53,NPT-54,NPT-107,NPT-108,NPT-55,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1d267fbf,,,,,,,,,,,,NPT-25,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01f95:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_4008406_*|*_10000_*:*_1_*:*_720_*|*_10001_*:*_1_*:*_0,,,18798,Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),Done,25/Jul/24 7:16 AM
